species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	interpro_accession	interpro_description	member_database	signature_accession	signature_description	domain_class_simplified	domain_start_aa	domain_end_aa	source_file
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	65	142	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	145	254	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	146	256	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	150	251	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	150	250	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	157	252	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	157	251	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	163	241	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	330	459	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	332	459	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	364	579	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	374	631	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	374	618	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	374	582	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	380	410	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	457	470	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	460	600	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	509	527	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	515	527	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIb	IIIb	ENSMGAT00000037037	ENSMGAP00000031353	631	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	558	568	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	48	156	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR052615	Fibroblast growth factor receptor-like	PANTHER	PTHR19890	FIBROBLAST GROWTH FACTOR RECEPTOR	fgfr_family	50	534	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	54	156	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			CDD	cd05857	IgI_2_FGFR	fgfr_family	60	154	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	60	153	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	70	155	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	73	156	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	76	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	77	154	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	157	271	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	158	270	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	162	264	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			CDD	cd05858	IgI_3_FGFR2	fgfr_family	162	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	162	265	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	169	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	171	252	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	175	255	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	341	470	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	343	470	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	375	574	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	385	627	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	385	625	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	385	566	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	391	421	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	468	481	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	471	584	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	520	538	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
meleagris_gallopavo	IIIc	IIIc	ENSMGAT00000021846	ENSMGAP00000031571	627	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	526	538	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	27	835	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	58	138	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	64	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	65	142	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	66	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	72	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	110	782	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	160	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	161	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	172	265	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			CDD	cd05857	IgI_2_FGFR	fgfr_family	172	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	182	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	185	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	188	256	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	189	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	269	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	270	380	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	274	375	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	274	374	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	281	376	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	281	375	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	287	365	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	456	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	458	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840			CDD	cd05101	PTKc_FGFR2	fgfr_family	475	787	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	490	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
monodelphis_domestica	IIIb	IIIb	XM_056803261.1	XP_056659239.1	840	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	500	789	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
